,bl_id,building_name,address,utility,account,consump_month,consump_year,bge_kWh_used,bge_therms_used,name,address1,block,lot,lat,lon,sq_ft,property_type,agency_occupied,year_built,neighborhood,council_district,Property Type Code
710,B06043,Fleet Central Garage Main Building,3800 E Biddle St,bge,5620250000.0,3.0,2018.0,80570.0,14363.0,Fleet Central Garage Main Building,3800 E Biddle St,6150A,003D,39.30612,-76.56612,105914.0,"Warehouse, self storage",DGS,2008.0,Orangevile Industrial Area ,13.0,11
711,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,5777670000.0,3.0,2018.0,4853.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
712,B08020,Eastside Career Center,3001 E Madison St,bge,5884920000.0,3.0,2018.0,11280.0,2668.0,Eastside Career Center,3001 E Madison St,1630,1,39.29973,-76.575,27910.0,"Education, vocational",MOED,1955.0,Maidson- Eastend,,2
713,B00051,MECU Building,401 E Fayette St,bge,5931911000.0,3.0,2018.0,129498.0,0.0,MECU Building,401 E Fayette St,1331,16,39.290279999999996,-76.60994000000001,46668.0,Office,MULTI,1981.0,Downtown,11.0,6
714,B00073,Fallsway Substation,201 Fallsway St,bge,5992321000.0,3.0,2018.0,6960.0,3014.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
715,B00011,First Mariner Arena,201 West Baltimore St,bge,6042981000.0,3.0,2018.0,0.0,1652.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
716,B08000,Northeast DGS Fleet Substation Garage,4325 York Rd,bge,6159241000.0,3.0,2018.0,2260.0,0.0,Northeast DGS Fleet Substation Garage,4325 York Rd,5211,9,39.34193,-76.60871,893.0,"Warehouse, self storage",DGS ,,Wilson Park,4.0,11
717,B00034,Baltimore City Police K9 Unit,Mansion House Dr,bge,6756240000.0,3.0,2018.0,22496.0,0.0,Baltimore City Police K9 Unit,Mansion House Dr,3499,1,39.3238,-76.64389,26177.0,"Public Services, police",BCPD,,Druid Hill Park,7.0,1
718,B00220,Peale Museum,225 N Holliday St,bge,6948371000.0,3.0,2018.0,8700.0,1153.0,Peale Museum,225 N Holliday St,1303A,15,39.29186,-76.61007,13686.0,"Public Assembly, Museum",DGS HISTORIC,1814.0,Downtown,11.0,8
719,B00181,Northern Community Action Center,5225 York Rd,bge,6975110000.0,3.0,2018.0,0.0,372.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
720,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,7560081000.0,3.0,2018.0,4070.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
721,B00076,Northwest Substation,4410 Lewin Av,bge,8308470000.0,3.0,2018.0,6014.0,1244.0,Northwest Substation,4410 Lewin Av,2959B,191,39.33955,-76.67869,4764.0,"Warehouse, self storage",DOT,1966.0,Dolefield,6.0,11
722,B00181,Northern Community Action Center,5225 York Rd,bge,8499201000.0,3.0,2018.0,12662.0,0.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
723,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,9330860000.0,3.0,2018.0,25987.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
724,B00101,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,bge,9629061000.0,3.0,2018.0,23228.0,0.0,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,1280,5,39.29068052,-76.60768333,16448.0,Office,MULTI,,,,6
725,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,9633841000.0,3.0,2018.0,3785.0,920.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
726,B00036,Baltimore City Police Department Warrant Task Force,242 West 29th St,bge,9815941000.0,3.0,2018.0,22619.0,659.0,Baltimore City Police Department Warrant Task Force,242 West 29th St,3658,075A,39.32306,-76.62223,30310.79,"Public Services, police",BCPD,1992.0,Remington,14.0,1
727,B00182,Lower Park Heights Multi Purpose Building,3939 Reisterstown Rd,bge,1198781000.0,3.0,2018.0,26005.0,2212.0,Lower Park Heights Multi Purpose Building,3939 Reisterstown Rd,3321,23,39.333729999999996,-76.66336,33707.0,"Public Assembly, Other",CAC,1978.0,Central Park Heights,6.0,9
728,B00182,Lower Park Heights Multi Purpose Building,3939 Reisterstown Rd,bge,1198781000.0,2.0,2018.0,25105.0,2509.0,Lower Park Heights Multi Purpose Building,3939 Reisterstown Rd,3321,23,39.333729999999996,-76.66336,33707.0,"Public Assembly, Other",CAC,1978.0,Central Park Heights,6.0,9
729,B00183,Reservoir Hill / Metro Delta Head Start,2001 Park Av,bge,786151000.0,2.0,2018.0,10500.0,1738.0,Reservoir Hill / Metro Delta Head Start,2001 Park Av,3448,30,39.313340000000004,-76.62805999999999,18744.0,"Education, vocational",VACANT,1880.0,Resevoir Hill,7.0,2
730,B00230,President's Street Station Civil War Museum,601 President St,bge,2211251000.0,2.0,2018.0,8500.0,0.0,President's Street Station Civil War Museum,601 President St,1799,3,39.28398,-76.60247,4543.28,"Public Assembly, Museum",DGS HISTORIC,1851.0,Inner Harbor,1.0,8
731,B00031,Baltimore City Police Western District,1034 N Mount St,bge,2774270000.0,2.0,2018.0,17300.0,1714.0,Baltimore City Police Western District,1034 N Mount St,60,7,39.300666,-76.644706,22024.65,"Public Services, police",BCPD,1961.0,Sandtown - Winchester,9.0,1
732,B00102,Druid Health District Building,1515 W North Av,bge,2941411000.0,2.0,2018.0,32706.0,2265.0,Druid Health District Building,1515 W North Av,295,2,39.30983,-76.64138,36012.0,"Healthcare, Urgent Care/Clinic/Out Patient",HEALTH,1960.0,Druid Heights,7.0,4
733,B00228,Carroll Mansion Musuem,802 Lombard St,bge,3047401000.0,2.0,2018.0,4400.0,0.0,Carroll Mansion Musuem,802 Lombard St,1358,12,39.28855,-76.6044,12527.19,"Public Assembly, Museum",DGS HISTORIC,1812.0,Jonestown,12.0,8
734,B00026,Baltimore City Police North Western District,5271 Reisterstown Rd,bge,4751312000.0,2.0,2018.0,7741.0,0.0,Baltimore City Police North Western District,5271 Reisterstown Rd,4543B,27,39.34462,-76.685455,56228.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
735,B00120,Waxter Senior Center,1000 Cathedral St,bge,5229602000.0,2.0,2018.0,37866.0,4608.0,Waxter Senior Center,1000 Cathedral St,504,1,39.301190000000005,-76.61804000000001,50386.44,"Healthcare, Senior Care Community",HEALTH,1972.0,Mid - Town Belvedere,11.0,3
736,B00104,2492 Giles Road,2490 Giles Rd,bge,6348431000.0,2.0,2018.0,29685.0,0.0,2492 Giles Road,2490 Giles Rd,7612E,053A,39.2533,-76.63065999999999,20693.0,VACANT,HEALTH (BARCS),1976.0,Cherry Hill,10.0,10
737,B00100,Eastern Health District Building,620 N Caroline St,bge,8752451000.0,2.0,2018.0,23781.0,252.0,Eastern Health District Building,620 N Caroline St,1280,3,39.2977,-76.59796,29232.0,"Healthcare, Urgent Care/Clinic/Out Patient",HEALTH,1939.0,Dunbar- Broadway,12.0,4
738,B00229,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,bge,9003501000.0,2.0,2018.0,3367.0,155.0,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,1377,16,39.28776,-76.6036,2117.29,"Public Assembly, Museum",DGS HISTORIC,2003.0,Jonestown,12.0,8
739,B00028,Baltimore City Police Southern District,10 Cherry Hill Rd,bge,9570811000.0,2.0,2018.0,21744.0,1313.0,Baltimore City Police Southern District,10 Cherry Hill Rd,7610,11,39.25288,-76.6172,29314.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
740,B00029,Baltimore City Police South Eastern District,5710 Eastern Av,bge,1245540000.0,2.0,2018.0,17680.0,1019.0,Baltimore City Police South Eastern District,5710 Eastern Avenue Baltimore ,6332,9,39.287688,-76.547422,26177.0,"Public Services, police",BCPD,1950.0,Hopkins Bayview,1.0,1
741,B00075,Northeast DGS Fleet Substation,4325 York Rd,bge,1467291000.0,2.0,2018.0,3900.0,602.0,Northeast DGS Fleet Substation,4325 York Rd,5211,9,39.34171,-76.60918000000001,4764.0,"Warehouse, self storage",DGS,1979.0,Wilson Park,9.0,11
742,B00073,Fallsway Substation,201 Fallsway St,bge,1961720000.0,2.0,2018.0,2204.0,644.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
743,B00048,Health Department Headquarters,1001 E Fayette St,bge,2829991000.0,2.0,2018.0,55239.0,853.0,Health Department Headquarters,1001 E Fayette St,1337,1,39.29097,-76.6031,277322.95,Office,HEALTH,2001.0,Jonestown,12.0,6
744,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,3138112000.0,2.0,2018.0,17900.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
745,B00035,Baltimore City Police Northern District,2201 West Cold Spring Lane,bge,3275661000.0,2.0,2018.0,35555.0,1363.0,Baltimore City Police Northern District,2201 West Cold Spring Lane,3357E,009A,39.34304,-76.65236,25508.47,"Public Services, police",BCPD,2001.0,Woodberry,6.0,1
746,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,3618420000.0,2.0,2018.0,29686.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
747,B00163,The Weinberg Housing and Resource Center,620 Fallsway St,bge,3720580000.0,2.0,2018.0,2435.0,0.0,The Weinberg Housing and Resource Center,620 Fallsway St,1248,1,39.29733,-76.61064,40949.0,"Lodging, Residential Care",MOHS,1945.0,Penn - Fallsway,11.0,5
748,B06107,1812 Museum Flag House Building,844 E Pratt St,bge,3955000000.0,2.0,2018.0,26734.0,0.0,1812 Museum Flag House Building,844 E Pratt St,1377,16,39.28751,-76.60333,12685.55,"Public Assembly, Museum",DGS HISTORIC,1793.0,Jonestown,12.0,8
749,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,4360021000.0,2.0,2018.0,18312.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
750,B00011,First Mariner Arena,201 West Baltimore St,bge,4561060000.0,2.0,2018.0,243349.0,0.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
751,B00163,The Weinberg Housing and Resource Center,620 Fallsway St,bge,5129381000.0,2.0,2018.0,82477.0,4076.0,The Weinberg Housing and Resource Center,620 Fallsway St,1248,1,39.29733,-76.61064,40949.0,"Lodging, Residential Care",MOHS,1945.0,Penn - Fallsway,11.0,5
752,B00005,DGS Public Building Maintenance Shop,500 Fallsway,bge,5601260000.0,2.0,2018.0,31621.0,2078.0,DGS Public Building Maintenance Shop,500 Fallsway,1255,1,39.29588,-76.61028,18144.0,"Warehouse, self storage",DGS,1945.0,Penn - Fallsway,11.0,11
753,B06043,Fleet Central Garage Main Building,3800 E Biddle St,bge,5620250000.0,2.0,2018.0,76293.0,12754.0,Fleet Central Garage Main Building,3800 E Biddle St,6150A,003D,39.30612,-76.56612,105914.0,"Warehouse, self storage",DGS,2008.0,Orangevile Industrial Area ,13.0,11
754,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,5777670000.0,2.0,2018.0,4544.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
755,B08020,Eastside Career Center,3001 E Madison St,bge,5884920000.0,2.0,2018.0,10520.0,2160.0,Eastside Career Center,3001 E Madison St,1630,1,39.29973,-76.575,27910.0,"Education, vocational",MOED,1955.0,Maidson- Eastend,,2
756,B00051,MECU Building,401 E Fayette St,bge,5931911000.0,2.0,2018.0,140369.0,0.0,MECU Building,401 E Fayette St,1331,16,39.290279999999996,-76.60994000000001,46668.0,Office,MULTI,1981.0,Downtown,11.0,6
757,B00073,Fallsway Substation,201 Fallsway St,bge,5992321000.0,2.0,2018.0,7280.0,2462.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
758,B00011,First Mariner Arena,201 West Baltimore St,bge,6042981000.0,2.0,2018.0,0.0,1297.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
759,B08000,Northeast DGS Fleet Substation Garage,4325 York Rd,bge,6159241000.0,2.0,2018.0,2000.0,0.0,Northeast DGS Fleet Substation Garage,4325 York Rd,5211,9,39.34193,-76.60871,893.0,"Warehouse, self storage",DGS ,,Wilson Park,4.0,11
760,B00034,Baltimore City Police K9 Unit,Mansion House Dr,bge,6756240000.0,2.0,2018.0,20468.0,0.0,Baltimore City Police K9 Unit,Mansion House Dr,3499,1,39.3238,-76.64389,26177.0,"Public Services, police",BCPD,,Druid Hill Park,7.0,1
761,B00220,Peale Museum,225 N Holliday St,bge,6948371000.0,2.0,2018.0,7400.0,801.0,Peale Museum,225 N Holliday St,1303A,15,39.29186,-76.61007,13686.0,"Public Assembly, Museum",DGS HISTORIC,1814.0,Downtown,11.0,8
762,B00181,Northern Community Action Center,5225 York Rd,bge,6975110000.0,2.0,2018.0,0.0,372.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
763,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,7560081000.0,2.0,2018.0,4524.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
764,B00076,Northwest Substation,4410 Lewin Av,bge,8308470000.0,2.0,2018.0,5462.0,1249.0,Northwest Substation,4410 Lewin Av,2959B,191,39.33955,-76.67869,4764.0,"Warehouse, self storage",DOT,1966.0,Dolefield,6.0,11
765,B00181,Northern Community Action Center,5225 York Rd,bge,8499201000.0,2.0,2018.0,12195.0,0.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
766,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,9330860000.0,2.0,2018.0,20309.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
767,B00101,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,bge,9629061000.0,2.0,2018.0,20545.0,0.0,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,1280,5,39.29068052,-76.60768333,16448.0,Office,MULTI,,,,6
768,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,9633841000.0,2.0,2018.0,3230.0,903.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
769,B00036,Baltimore City Police Department Warrant Task Force,242 West 29th St,bge,9815941000.0,2.0,2018.0,23420.0,745.0,Baltimore City Police Department Warrant Task Force,242 West 29th St,3658,075A,39.32306,-76.62223,30310.79,"Public Services, police",BCPD,1992.0,Remington,14.0,1
770,B00183,Reservoir Hill / Metro Delta Head Start,2001 Park Av,bge,786151000.0,1.0,2018.0,13500.0,2136.0,Reservoir Hill / Metro Delta Head Start,2001 Park Av,3448,30,39.313340000000004,-76.62805999999999,18744.0,"Education, vocational",VACANT,1880.0,Resevoir Hill,7.0,2
771,B00230,President's Street Station Civil War Museum,601 President St,bge,2211251000.0,1.0,2018.0,8900.0,0.0,President's Street Station Civil War Museum,601 President St,1799,3,39.28398,-76.60247,4543.28,"Public Assembly, Museum",DGS HISTORIC,1851.0,Inner Harbor,1.0,8
772,B00031,Baltimore City Police Western District,1034 N Mount St,bge,2774270000.0,1.0,2018.0,21800.0,2207.0,Baltimore City Police Western District,1034 N Mount St,60,7,39.300666,-76.644706,22024.65,"Public Services, police",BCPD,1961.0,Sandtown - Winchester,9.0,1
773,B00102,Druid Health District Building,1515 W North Av,bge,2941411000.0,1.0,2018.0,34590.0,3283.0,Druid Health District Building,1515 W North Av,295,2,39.30983,-76.64138,36012.0,"Healthcare, Urgent Care/Clinic/Out Patient",HEALTH,1960.0,Druid Heights,7.0,4
774,B00228,Carroll Mansion Musuem,802 Lombard St,bge,3047401000.0,1.0,2018.0,6400.0,0.0,Carroll Mansion Musuem,802 Lombard St,1358,12,39.28855,-76.6044,12527.19,"Public Assembly, Museum",DGS HISTORIC,1812.0,Jonestown,12.0,8
775,B00026,Baltimore City Police North Western District,5271 Reisterstown Rd,bge,4751312000.0,1.0,2018.0,10263.0,0.0,Baltimore City Police North Western District,5271 Reisterstown Rd,4543B,27,39.34462,-76.685455,56228.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
776,B00120,Waxter Senior Center,1000 Cathedral St,bge,5229602000.0,1.0,2018.0,41062.0,5504.0,Waxter Senior Center,1000 Cathedral St,504,1,39.301190000000005,-76.61804000000001,50386.44,"Healthcare, Senior Care Community",HEALTH,1972.0,Mid - Town Belvedere,11.0,3
777,B00104,2492 Giles Road,2490 Giles Rd,bge,6348431000.0,1.0,2018.0,34984.0,0.0,2492 Giles Road,2490 Giles Rd,7612E,053A,39.2533,-76.63065999999999,20693.0,VACANT,HEALTH (BARCS),1976.0,Cherry Hill,10.0,10
778,B00100,Eastern Health District Building,620 N Caroline St,bge,8752451000.0,1.0,2018.0,28088.0,219.0,Eastern Health District Building,620 N Caroline St,1280,3,39.2977,-76.59796,29232.0,"Healthcare, Urgent Care/Clinic/Out Patient",HEALTH,1939.0,Dunbar- Broadway,12.0,4
779,B00229,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,bge,9003501000.0,1.0,2018.0,6550.0,238.0,"Jean and Lillian Hofmeister Museum Building,Star Spangled Banner Museum and Flag House",844 E Pratt St,1377,16,39.28776,-76.6036,2117.29,"Public Assembly, Museum",DGS HISTORIC,2003.0,Jonestown,12.0,8
780,B00028,Baltimore City Police Southern District,10 Cherry Hill Rd,bge,9570811000.0,1.0,2018.0,25538.0,2118.0,Baltimore City Police Southern District,10 Cherry Hill Rd,7610,11,39.25288,-76.6172,29314.0,"Public Services, police",BCPD,1965.0,Middle Branch - Reedbird Parks,10.0,1
781,B00029,Baltimore City Police South Eastern District,5710 Eastern Av,bge,1245540000.0,1.0,2018.0,19920.0,1568.0,Baltimore City Police South Eastern District,5710 Eastern Avenue Baltimore ,6332,9,39.287688,-76.547422,26177.0,"Public Services, police",BCPD,1950.0,Hopkins Bayview,1.0,1
782,B00075,Northeast DGS Fleet Substation,4325 York Rd,bge,1467291000.0,1.0,2018.0,5000.0,1264.0,Northeast DGS Fleet Substation,4325 York Rd,5211,9,39.34171,-76.60918000000001,4764.0,"Warehouse, self storage",DGS,1979.0,Wilson Park,9.0,11
783,B00073,Fallsway Substation,201 Fallsway St,bge,1961720000.0,1.0,2018.0,2124.0,545.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
784,B00022,Baltimore City Mounted Police Unit,411 Fallsway St,bge,2119590000.0,9.0,2018.0,7108.0,0.0,Baltimore City Mounted Police Unit,411 Fallsway St,1255,2,39.295559999999995,-76.61028,11270.59,"Public Services, police",BCPD,,Penn - Fallsway,11.0,1
785,B00048,Health Department Headquarters,1001 E Fayette St,bge,2829991000.0,1.0,2018.0,57838.0,1698.0,Health Department Headquarters,1001 E Fayette St,1337,1,39.29097,-76.6031,277322.95,Office,HEALTH,2001.0,Jonestown,12.0,6
786,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,3138112000.0,1.0,2018.0,21100.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
787,B00035,Baltimore City Police Northern District,2201 West Cold Spring Lane,bge,3275661000.0,1.0,2018.0,34447.0,1531.0,Baltimore City Police Northern District,2201 West Cold Spring Lane,3357E,009A,39.34304,-76.65236,25508.47,"Public Services, police",BCPD,2001.0,Woodberry,6.0,1
788,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,3618420000.0,1.0,2018.0,30676.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
789,B00163,The Weinberg Housing and Resource Center,620 Fallsway St,bge,3720580000.0,1.0,2018.0,2608.0,0.0,The Weinberg Housing and Resource Center,620 Fallsway St,1248,1,39.29733,-76.61064,40949.0,"Lodging, Residential Care",MOHS,1945.0,Penn - Fallsway,11.0,5
790,B06107,1812 Museum Flag House Building,844 E Pratt St,bge,3955000000.0,1.0,2018.0,33371.0,0.0,1812 Museum Flag House Building,844 E Pratt St,1377,16,39.28751,-76.60333,12685.55,"Public Assembly, Museum",DGS HISTORIC,1793.0,Jonestown,12.0,8
791,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,4360021000.0,1.0,2018.0,25101.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
792,B00011,First Mariner Arena,201 West Baltimore St,bge,4561060000.0,1.0,2018.0,228721.0,0.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
793,B00163,The Weinberg Housing and Resource Center,620 Fallsway St,bge,5129381000.0,1.0,2018.0,89190.0,5717.0,The Weinberg Housing and Resource Center,620 Fallsway St,1248,1,39.29733,-76.61064,40949.0,"Lodging, Residential Care",MOHS,1945.0,Penn - Fallsway,11.0,5
794,B00005,DGS Public Building Maintenance Shop,500 Fallsway,bge,5601260000.0,1.0,2018.0,29455.0,2442.0,DGS Public Building Maintenance Shop,500 Fallsway,1255,1,39.29588,-76.61028,18144.0,"Warehouse, self storage",DGS,1945.0,Penn - Fallsway,11.0,11
795,B06043,Fleet Central Garage Main Building,3800 E Biddle St,bge,5620250000.0,1.0,2018.0,92237.0,13814.0,Fleet Central Garage Main Building,3800 E Biddle St,6150A,003D,39.30612,-76.56612,105914.0,"Warehouse, self storage",DGS,2008.0,Orangevile Industrial Area ,13.0,11
796,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,5777670000.0,1.0,2018.0,6255.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
797,B08020,Eastside Career Center,3001 E Madison St,bge,5884920000.0,1.0,2018.0,11580.0,2849.0,Eastside Career Center,3001 E Madison St,1630,1,39.29973,-76.575,27910.0,"Education, vocational",MOED,1955.0,Maidson- Eastend,,2
798,B00051,MECU Building,401 E Fayette St,bge,5931911000.0,1.0,2018.0,141595.0,0.0,MECU Building,401 E Fayette St,1331,16,39.290279999999996,-76.60994000000001,46668.0,Office,MULTI,1981.0,Downtown,11.0,6
799,B00073,Fallsway Substation,201 Fallsway St,bge,5992321000.0,1.0,2018.0,7200.0,3814.0,Fallsway Substation,201 Fallsway St,1306C,1,39.2922,-76.6069,25507.0,"Warehouse, self storage",DGS,1940.0,Jonestown,12.0,11
800,B00011,First Mariner Arena,201 West Baltimore St,bge,6042981000.0,1.0,2018.0,0.0,1521.0,First Mariner Arena,201 West Baltimore St,644,1,39.28862,-76.61861999999999,697620.0,"Public Assembly, Convention Center",Civic Centers,1960.0,Downtown,11.0,7
801,B08000,Northeast DGS Fleet Substation Garage,4325 York Rd,bge,6159241000.0,1.0,2018.0,2251.0,0.0,Northeast DGS Fleet Substation Garage,4325 York Rd,5211,9,39.34193,-76.60871,893.0,"Warehouse, self storage",DGS ,,Wilson Park,4.0,11
802,B00034,Baltimore City Police K9 Unit,Mansion House Dr,bge,6756240000.0,1.0,2018.0,34067.0,0.0,Baltimore City Police K9 Unit,Mansion House Dr,3499,1,39.3238,-76.64389,26177.0,"Public Services, police",BCPD,,Druid Hill Park,7.0,1
803,B00220,Peale Museum,225 N Holliday St,bge,6948371000.0,1.0,2018.0,14300.0,1214.0,Peale Museum,225 N Holliday St,1303A,15,39.29186,-76.61007,13686.0,"Public Assembly, Museum",DGS HISTORIC,1814.0,Downtown,11.0,8
804,B00181,Northern Community Action Center,5225 York Rd,bge,6975110000.0,1.0,2018.0,0.0,827.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
805,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,7560081000.0,1.0,2018.0,5704.0,0.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
806,B00076,Northwest Substation,4410 Lewin Av,bge,8308470000.0,1.0,2018.0,6704.0,1582.0,Northwest Substation,4410 Lewin Av,2959B,191,39.33955,-76.67869,4764.0,"Warehouse, self storage",DOT,1966.0,Dolefield,6.0,11
807,B00181,Northern Community Action Center,5225 York Rd,bge,8499201000.0,1.0,2018.0,13712.0,0.0,Northern Community Action Center,5225 York Rd,5165A,12,39.353809999999996,-76.60951999999999,14344.0,"Public Assembly, Other",CAC,1950.0,Woodbourne-McCabe,4.0,9
808,B00167,Parking Authority Offices,200 West Lombard St Suite B,bge,9330860000.0,1.0,2018.0,26427.0,0.0,Parking Authority Offices,200 West Lombard St Suite B,644,1,39.28774,-76.61863000000001,15209.0,Office,PABC,1960.0,Downtown,11.0,6
809,B00101,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,bge,9629061000.0,1.0,2018.0,26775.0,0.0,WIC Center/ Dunbar Child Care Academy,621 North Eden Street,1280,5,39.29068052,-76.60768333,16448.0,Office,MULTI,,,,6
810,B08003,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,bge,9633841000.0,1.0,2018.0,5121.0,1512.0,Department of Transportation Main Impound Facility,6700 Pulaski Hwy Rosedale,6195,2,39.30593,-76.53758,510.0,Office,DGS,,Pulaski Industrial Area,,6
